,lemma,frequency
2052,званцев,1.59
2053,выбрать,3.8708602150537668
2054,гордый,3.0955555555555554
2055,оттого,4.1
2056,открыть,4.282249999999998
2057,сутулиться,1.02
2058,длиннополый,0.505
2059,ненависть,4.073243243243244
2060,залить,2.579230769230769
2061,пыхать,0.0
2062,здоровье,4.5875581395348775
2063,позади,4.369999999999999
2064,напоминание,3.1033333333333335
2065,обстрел,3.175
2066,сопровождать,2.9078787878787877
2067,зашагать,2.99
2068,конвой,3.261428571428571
2069,подходить,3.9920000000000018
2070,взбираться,1.8299999999999996
2071,бок,3.762592592592594
2072,тем,5.86000000000001
2073,накипать,0.0
2074,раздражение,3.382631578947369
2075,против,5.70000000000003
2076,свидетель,3.9254054054054066
2077,движение,4.895665722379597
2078,класть,3.602666666666666
2079,постыдно,2.54
2080,драться,2.975
2081,умирать,3.7297500000000006
2082,безопасность,4.995219780219768
2083,бегать,3.6799999999999997
2084,трясти,2.64
2085,онеметь,0.0
2086,заметать,1.365
2087,подчиняться,3.3811111111111116
2088,инстинкт,3.2107142857142854
2089,полусогнутый,1.86
2090,подозревать,3.333437499999999
2091,кидаться,3.1277777777777778
2092,обязанный,4.277916666666667
2093,умереть,4.546428571428566
2094,опыт,4.531942028985496
2095,некогда,4.3100000000000005
2096,обостриться,2.313846153846154
2097,осознать,3.2209756097560964
2098,уцелеть,2.7029411764705875
2099,вырыться,3.503846153846154
2100,начаться,4.4525229357798155
2101,единственно,3.93
2102,тревожиться,1.63
2103,поручить,3.210588235294118
2104,охранять,3.0558823529411776
2105,молния,3.593720930232556
2106,поздно,4.949782608695656
2107,донести,3.238181818181818
2108,стук,3.711
2109,пронизать,2.0437499999999997
2110,звать,3.9916326530612234
2111,помощь,5.267202797202785
2112,задыхаться,2.642857142857143
2113,куст,3.448125
2114,жаждать,2.6466666666666665
2115,страстно,3.74
2116,замолчать,2.8537500000000002
2117,стонать,2.5949999999999998
2118,исполниться,4.059090909090909
2119,пресечься,0.86
2120,колотиться,1.3666666666666665
2121,вытирать,2.31
2122,хлестать,2.01
2123,отовсюду,3.47
2124,стремительный,2.8410526315789477
2125,проползти,2.2
2126,зажать,2.26
2127,хлястик,0.0
2128,бросаться,3.0820000000000007
2129,тыл,3.773333333333333
2130,друг,5.229147465437776
2131,раздавить,2.05
2132,угадывать,2.3525
2133,погнать,2.4575
2134,сбиться,2.47
2135,пережидать,1.52
2136,нырять,2.552
2137,взвести,0.7799999999999999
2138,зарево,1.815
2139,воронка,2.6587499999999995
2140,пятьдесят,4.186000000000002
2141,опушка,2.4499999999999997
2142,прикрытие,3.558888888888889
2143,подползти,0.0
2144,возбужденный,3.1950000000000003
2145,стальной,3.2742105263157897
2146,мокрый,3.0811764705882356
2147,приподняться,2.1
2148,указать,3.7754000000000008
2149,поворот,3.799361702127658
2150,веер,2.695
2151,мутный,2.2566666666666664
2152,наперерез,2.46
2153,прежде,5.309999999999968
2154,заметаться,1.08
2155,упор,3.827692307692307
2156,бить,3.620952380952381
2157,скрипнуть,0.0
2158,уклон,2.9072727272727272
2159,зенитный,2.8099999999999996
2160,бронебойный,2.2
2161,развернуть,2.993913043478261
2162,прикрыть,2.869473684210527
2163,гора,4.3455462184873985
2164,слева,4.480000000000002
2165,возникнуть,3.940070921985815
2166,параллельный,3.1325000000000003
2167,прижимать,2.6283333333333334
2168,металл,3.9545901639344296
2169,вонзиться,1.85
2170,лязгать,0.0
2171,яма,3.602666666666667
2172,снаряд,3.689454545454547
2173,сомкнуться,1.815
2174,разворотить,3.31
2175,приподниматься,1.02
2176,оставлять,3.7504615384615385
2177,кровавый,3.3594736842105264
2178,убить,4.119761904761903
2179,везти,4.078409090909093
2180,яростный,2.4539999999999997
2181,заклокотать,0.0
2182,мешаться,1.5666666666666667
2183,мутнеть,0.0
2184,сознание,4.34431818181818
2185,явственный,2.37
2186,устремляться,1.7674999999999998
2187,едва,4.83
2188,заметно,4.569999999999996
2189,стон,2.8175000000000003
2190,растаять,2.063333333333333
2191,вспыхнуть,3.0844444444444448
2192,загореться,3.486666666666666
2193,гореть,3.567714285714285
2194,поджечь,2.6508333333333334
2195,проваливаться,2.0
2196,гнаться,2.7114285714285713
2197,срыть,3.0730769230769233
2198,собрать,3.967767857142855
2199,смерть,5.141797752808996
2200,изменить,4.125178571428568
2201,закувыркаться,0.0
2202,облако,3.796666666666667
2203,пыль,4.047777777777778
2204,затравленно,1.32
2205,отряхиваться,0.0
2206,смеяться,3.85741935483871
2207,некстати,2.9500000000000006
2208,лаять,1.84
2209,смешок,1.85
2210,отрезать,2.6
2211,понестись,2.3633333333333333
2212,пресекать,2.08
2213,инстинктивный,1.04
2214,стремление,4.022040816326534
2215,тряхнуть,1.9666666666666668
2216,обступить,0.0
2217,запасть,1.375
2218,провалиться,3.217058823529411
2219,отражаться,3.152272727272728
2220,пожар,4.146615384615384
2221,исступленно,1.74
2222,дальше,5.240000000000003
2223,рев,3.156666666666667
2224,выкашивать,1.2
2225,живой,4.24325688073395
2226,метаться,2.458
2227,снижаться,3.497058823529412
2228,вдогон,1.44
2229,стая,3.2455555555555557
2230,надвигаться,2.4499999999999997
2231,вон,4.506190476190476
2232,завалиться,2.3266666666666667
2233,отбить,3.2714285714285714
2234,суетиться,2.0650000000000004
2235,скатывать,1.17
2236,надеяться,4.185056179775273
2237,жаться,0.865
2238,решаться,3.4647058823529413
2239,подрывать,2.001875
2240,одинаковый,3.415652173913044
2241,выражение,4.176981132075474
2242,старшина,3.3299999999999996
2243,рубить,3.1420000000000003
2244,издали,3.75
2245,рослый,1.33
2246,кидать,2.8406666666666665
2247,врассыпную,2.24
2248,их,6.289999999999969
2249,достичь,3.9613924050632865
2250,русло,3.526666666666667
2251,ручей,3.2108333333333334
2252,из-под,6.0
2253,вытереть,3.18
2254,жесткий,3.6501063829787253
2255,вдоль,4.759999999999997
2256,выпрямиться,2.88
2257,боком,3.66
2258,схватиться,3.16
2259,деревце,2.626666666666667
2260,качаться,2.4716666666666667
2261,гнуться,1.1766666666666667
2262,тяжесть,3.9374074074074064
2263,подбежать,2.936666666666667
2264,макушка,2.38
2265,стремительно,4.150000000000003
2266,спотыкнуться,3.1199999999999997
2267,откинуть,1.57
2268,шевелиться,2.402
2269,скрести,2.04
2270,мертво,2.76
2271,закатиться,1.84
2272,лоб,3.7442857142857133
2273,завалить,2.0066666666666664
2274,петлять,0.0
2275,вдогонку,3.15
2276,согнуть,2.026666666666667
2277,желтый,3.5705555555555555
2278,исказиться,0.6533333333333333
2279,крик,3.7148387096774185
2280,ужас,4.004523809523812
2281,заслонить,1.9
2282,единый,4.2256038647343
2283,выставить,3.2871428571428574
2284,сшибиться,0.0
2285,смеситься,2.8225000000000002
2286,распялить,0.0
2287,рваться,2.7416666666666667
2288,вскинуть,0.0
2289,шипение,2.25
2290,впиваться,1.3050000000000002
2291,расплавить,2.169
2292,вслед,4.48
2293,распахнуться,1.9759999999999998
2294,огневик,0.0
2295,долбить,2.0675
2296,мерзлый,1.28
2297,распоясать,0.0
2298,перекур,0.88
2299,торопить,2.2
2300,поглядывать,2.8700000000000006
2301,часы,4.692045454545454
2302,браться,3.5565079365079346
2303,кирка,2.145
2304,взмахивать,1.2525
2305,мышка,2.7399999999999998
2306,обнажаться,1.22
2307,увеличиваться,3.7194285714285726
2308,круг,4.287899159663868
2309,пробить,3.3178571428571426
2310,слой,3.799924242424244
2311,теплый,3.7843055555555543
2312,ощупь,3.34
2313,южнее,3.72
2314,недалеко,4.549999999999998
2315,частый,3.3266666666666667
2316,прорыв,3.595714285714285
2317,устойчивый,3.260199999999999
2318,часто,5.256253776435074
2319,взлетать,2.6660000000000004
2320,передовая,3.6650000000000005
2321,отчего,4.200000000000001
2322,усиливаться,2.694444444444444
2323,будить,2.846428571428571
2324,закончить,3.664571428571428
2325,прекратиться,3.2493333333333325
2326,разобрать,3.094117647058824
2327,ровик,0.0
2328,лопата,2.9971428571428573
2329,свертывать,2.095
2330,цигарка,0.0
2331,курить,3.3571428571428577
2332,насасываться,0.0
2333,табачный,2.8238461538461532
2334,притоптать,0.0
2335,окурок,2.9099999999999997
2336,вылезть,2.52
2337,вслушиваться,1.78
2338,северный,4.225193798449617
2339,свистеть,2.2725
2340,равнина,3.1475
2341,пустыня,3.7179999999999995
2342,порошить,0.0
2343,густой,3.281304347826087
2344,близиться,2.5250000000000004
2345,шесть,4.8593975903614375
2346,отдыхать,3.3845454545454543
2347,затишок,0.0
2348,вырыть,2.76625
2349,двадцать,4.544545454545451
2350,хорошенько,3.97
2351,рвать,2.8243750000000007
2352,обжечь,1.8800000000000001
2353,отдышаться,1.275
2354,размазывать,1.51
2355,грязь,4.003636363636364
2356,ранить,4.009393939393937
2357,горсть,2.403333333333333
2358,прикладывать,2.11
2359,напитываться,0.0
2360,отбрасывать,1.498888888888889
2361,сгребать,1.13
2362,ватный,2.2433333333333336
2363,брюки,3.5294736842105263
2364,халатура,0.0
2365,обрадоваться,3.48
2366,хрипло,2.87
2367,трястись,2.1374999999999997
2368,нервно,3.7100000000000004
2369,дергать,2.6225
2370,просыпать,1.355
2371,табак,3.1933333333333334
2372,пружина,2.9410000000000003
2373,заряжать,2.52
2374,перекликаться,0.0
2375,миномет,2.755
2376,задевать,2.5700000000000003
2377,ветка,3.3965217391304345
2378,шрапнель,2.3
2379,достигать,3.668055555555555
2380,редкий,3.583593749999999
2381,опереться,2.838
2382,продвигаться,2.94
2383,скоро,5.166796116504851
2384,отбиться,2.0149999999999997
2385,прорыться,2.6555555555555554
2386,поодиночке,3.14
2387,президиум,3.7516666666666665
2388,российский,4.864327202323356
2389,академия,4.501404958677683
2390,ран,4.5
2391,10,6.95000000000003
2392,ноябрь,4.944599999999999
2393,2003,6.6700000000000035
2394,подписать,3.8221874999999987
2395,соглашение,4.27258064516129
2396,сотрудничество,4.3634782608695675
2397,горно-металлургический,3.16
2398,компания,5.019826589595342
2399,норильский,2.2922222222222217
2400,никель,3.4166666666666665
2401,соответствие,4.593789473684203
2402,предприниматель,3.857945205479453
2403,расходовать,2.471724137931034
2404,40,6.950000000000013
2405,миллион,4.891851106639855
2406,осуществление,3.9115555555555543
2407,коммерчески,2.74
2408,топливный,3.067391304347826
2409,программа,4.844563492063501
2410,водородный,2.580714285714286
2411,энергетика,3.702127659574466
2412,расчесть,3.052391304347825
2413,примерно,5.140000000000003
2414,прецедент,2.6353846153846154
2415,крупный,4.403854748603349
2416,отечественный,3.9932592592592653
2417,капитал,4.106198347107434
2418,финансировать,2.701052631578947
2419,исследование,4.698256513026068
2420,россия,5.835588585017944
2421,страна,5.1605589225589625
2422,фундаментальный,3.20867924528302
2423,половина,4.4908805031446555
2424,палладий,2.7314285714285718
2425,церемония,4.020555555555554
2426,подписание,3.635454545454545
2427,генеральный,4.3068181818181825
2428,михаил,4.852346938775511
2429,прохоров,3.2735294117647054
2430,совместно,4.6999999999999975
2431,практика,4.423901098901105
2432,технология,4.464025974025959
2433,создавать,4.00296137339056
2434,катализатор,2.621470588235294
2435,получение,4.558877551020404
2436,хранение,4.028529411764707
2437,водород,3.4948000000000015
2438,проект,4.705530474040623
2439,цена,4.652040816326514
2440,возрастать,3.439473684210527
2441,многократно,3.9699999999999993
2442,зарабатывать,3.5817500000000018
2443,получать,4.3614478114478015
2444,столь,4.940000000000024
2445,финансирование,4.034800000000002
2446,постесняться,2.1
2447,будущее,4.7852155172413795
2448,зависеть,4.638588957055208
2449,потенциал,4.065625000000002
2450,президент,4.995404040404057
2451,юрий,4.599354838709673
2452,осипов,2.71
2453,приветствовать,3.0159999999999996
2454,бизнес,4.747304785894187
2455,сотрудничать,3.6493333333333338
2456,печальный,3.199655172413793
2457,разведка,4.04342105263158
2458,месторождение,3.781363636363635
2459,нефть,4.540749999999996
2460,газ,4.439493670886079
2461,эксплуатация,4.400952380952383
2462,результат,5.012655122655087
2463,набрать,3.7240476190476204
2464,жизненный,3.6415909090909095
2465,появление,4.3256000000000006
2466,коммерческий,3.5991836734693874
2467,проигрыш,3.095
2468,восемь,4.648888888888886
2469,организация,4.982810304449623
2470,активно,4.749320388349516
2471,вице-президент,4.582903225806453
2472,геннадий,4.034000000000002
2473,лауреат,3.4082857142857144
2474,международный,4.526819787985873
2475,энергетический,3.436292134831458
2476,премия,4.244038461538455
2477,глобальный,3.527216494845363
2478,энергия,4.52350877192983
2479,cnews.ru,1.59
2480,возглавлять,3.2784745762711873
2481,академический,3.129787234042554
2482,металлург,3.1311111111111107
2483,новосибирский,3.3227777777777776
2484,химик,3.1083783783783767
2485,исторический,4.220246305418725
2486,востребованный,2.5483333333333333
2487,планировать,3.6858389261744984
2488,объединить,3.3021818181818174
2489,десяток,4.205562499999998
2490,пригодный,2.8331578947368423
2491,продукт,4.4998449612403055
2492,топливо,4.19655737704918
2493,преобразовываться,2.3975
2494,ток,4.072727272727274
2495,всевозможный,3.4621739130434777
2496,турбина,3.37
2497,увеличить,3.985384615384619
2498,коэффициент,3.501818181818182
2499,полезный,3.9184821428571412
2500,перспективный,3.2162295081967214
2501,считать,4.6442021276595735
2502,электричество,3.822258064516128
2503,возникать,4.055754189944139
2504,реакция,4.29330935251799
2505,молекула,3.41761904761905
2506,вода,4.913133971291865
2507,ион,3.2392156862745094
2508,кислород,3.8725806451612907
2509,проблема,5.01082644628102
2510,создатель,3.5567741935483874
2511,дешевый,3.5893750000000013
2512,электролит,2.0999999999999996
2513,твердый,3.378301886792455
2514,полимерный,2.35
2515,протонный,1.95
2516,мембрана,2.8373972602739723
2517,монополист,2.369090909090909
2518,рынок,4.534383301707777
2519,выступать,4.147468354430375
2520,дюпон,2.2466666666666666
2521,стоить,5.125708955223869
2522,дорого,4.3969696969696965
2523,целое,4.956304347826085
2524,киловатт,3.293333333333333
2525,мощность,4.2924137931034485
2526,обходиться,3.3963414634146343
2527,тысяча,5.133925399644754
2528,доллар,4.865931034482758
2529,конкурентоспособный,2.025238095238096
2530,сравнение,4.561165048543689
2531,источник,4.49150214592274
2532,жидкий,3.0297777777777792
2533,щелочной,2.2466666666666666
2534,достаться,3.4903124999999995
2535,наследство,3.963636363636364
2536,советский,4.560437158469951
2537,космический,3.89246987951807
2538,челнок,2.2849999999999997
2539,буран,2.832307692307693
2540,впоследствии,4.6599999999999975
2541,модернизировать,2.5327272727272723
2542,служить,4.09246376811594
2543,нива,3.2275
2544,демонстрировать,3.319062499999999
2545,московский,4.495232558139534
2546,автосалон,2.9920000000000004
2547,2001,6.670000000000005
2548,впрочем,5.0
2549,задел,1.768
2550,частность,5.149999999999987
2551,оксидный,0.8525
2552,предполагаться,4.287222222222223
2553,температура,4.244159292035395
2554,развивать,3.710701754385966
2555,оргтехника,2.42
2556,заняться,4.0020454545454545
2557,главный,4.84400000000001
2558,состоять,4.237872340425531
2559,инфраструктура,3.646388888888888
2560,доставка,3.834347826086956
2561,потребитель,3.6128571428571394
2562,этап,4.322080000000002
2563,газопровод,3.083846153846154
2564,бензозаправка,1.44
2565,процессор,3.4250000000000003
2566,превращать,3.1588235294117646
2567,бензин,3.8585294117647075
2568,спирт,3.3233333333333337
2569,метанол,2.47
2570,природный,3.904951456310678
2571,иной,4.336740947075217
2572,стоимость,4.649383561643838
2573,треть,4.145666666666666
2574,разложить,2.405
2575,исходный,3.0965957446808514
2576,углекислый,3.081111111111111
2577,выход,4.597857142857142
2578,либо,5.509999999999993
2579,экологически,3.55
2580,отсутствие,4.62408450704226
2581,шум,3.9242222222222227
2582,вращаться,2.9816666666666674
2583,вентилятор,3.17
2584,прогонять,2.3033333333333332
2585,трубопровод,3.0900000000000003
2586,вполне,5.130000000000033
2587,энергоустановка,1.2733333333333332
2588,кама,3.016666666666667
2589,гинкас,1.415
2590,тюз,2.67
2591,фантазия,3.7313333333333327
2592,тема,4.816037735849057
2593,марк,4.315294117647059
2594,шагал,2.8907692307692305
2595,сон,4.3846363636363686
2596,изгнание,3.151
2597,откладывать,3.002666666666667
2598,встреча,4.636762589928056
2599,искать,4.527169811320749
2600,очевидный,3.797272727272728
2601,близость,3.914545454545454
2602,сродство,2.09
2603,зачем,5.339999999999992
2604,режиссер,4.005641025641026
2605,утолять,0.665
2606,страсть,3.992424242424243
2607,разрушать,3.1371428571428583
2608,гармония,3.531428571428571
2609,пушкин,4.0181818181818185
2610,находить,3.909032258064518
2611,покой,4.099999999999998
2612,бездна,2.722
2613,достоевский,3.7216666666666662
2614,жесткость,3.0620000000000003
2615,нежный,2.9992857142857146
2616,чехов,3.7840000000000003
2617,пьеса,3.9491666666666667
2618,сопрягать,0.0
2619,заурядный,2.1860000000000004
2620,быт,3.840588235294118
2621,пафос,3.3
2622,бытийность,0.0
2623,меняться,3.860380952380956
2624,ради,5.089999999999992
2625,язвительный,2.01
2626,постмодернистский,2.16
2627,насмешка,2.9499999999999997
2628,являть,2.605
2629,неразрывность,1.81
2630,точка,4.811960784313703
2631,пересечение,3.6833333333333336
2632,сходиться,3.191333333333333
2633,выражать,3.190285714285715
2634,мудреный,1.7116666666666667
2635,сентенция,1.3
2636,название,4.620000000000006
2637,картина,4.498719999999995
2638,детский,4.373719008264469
2639,фольклорный,2.725
2640,человечество,4.199223300970874
2641,простота,3.219230769230769
2642,корова,3.7136842105263153
2643,церковь,4.8402040816326455
2644,распятие,2.3533333333333335
2645,свинья,3.8316666666666666
2646,зритель,4.030888888888887
2647,театр,4.545283018867924
2648,знакомиться,3.878888888888889
2649,биография,3.7216666666666662
2650,великий,4.490456852791871
2651,художник,4.353409090909088
2652,любоваться,2.796666666666667
2653,ожить,2.4379999999999997
2654,полотно,3.4057142857142857
2655,обескуражить,1.7033333333333334
2656,вовсе,4.899999999999989
2657,изгнанник,2.1225
2658,разница,4.4182758620689695
2659,спектакль,4.214705882352941
2660,уловить,2.9472727272727273
2661,сюжет,3.9942105263157894
2662,театральный,3.631764705882353
2663,стройный,2.553846153846154
2664,литературный,3.8472413793103453
2665,когда-нибудь,5.549999999999998
2666,пересказать,2.354
2667,прихотливость,1.51
2668,подобный,4.6216384180791135
2669,драматургия,3.1533333333333338
2670,яркость,3.460000000000001
2671,ясность,3.4520000000000004
2672,сменяться,2.7266666666666666
2673,воображение,3.773043478260869
2674,расплывчатый,1.991666666666667
2675,туманный,2.3299999999999996
2676,невнятица,0.0
2677,прозрение,1.56
2678,возможно,5.41999999999999
2679,томление,2.5
2680,стыд,3.716666666666667
2681,жажда,3.696
2682,утоление,1.62
2683,наслаждение,3.321
2684,полет,3.826927374301674
2685,рай,3.8590909090909093
2686,витебский,2.33
2687,постоянно,5.139999999999989
2688,сцена,4.421538461538462
2689,грустный,3.2105882352941175
2690,дерзкий,2.838
2691,петух,3.055
2692,непоседливый,0.0
2693,курица,3.3435714285714284
2694,блаженный,2.3433333333333333
2695,дурачок,2.725
2696,невеста,3.86578947368421
2697,спятить,0.0
2698,рабби,3.19
2699,хлопотливый,0.63
2700,баба,3.81875
2701,невозмутимый,1.7466666666666668
2702,резник,2.21
2703,галчонок,0.0
2704,путаться,2.01
2705,фалда,0.0
2706,лапсердак,0.0
2707,библейский,2.857142857142857
2708,чередоваться,2.6183333333333336
2709,житейский,2.3489999999999998
2710,соблюдать,3.207777777777778
2711,очередность,2.7425
2712,порой,4.641636363636361
2713,разряд,3.471923076923077
2714,разлука,2.9400000000000004
2715,родина,4.27865671641791
2716,погром,3.07
2717,таинство,2.312
2718,разрешение,4.338928571428572
2719,бремя,3.624
2720,грех,3.924333333333332
2721,избавление,3.05
2722,плод,3.834285714285714
2723,любимый,4.127586206896551
2724,уходить,4.05059701492537
2725,удержать,4.005454545454547
2726,довод,3.2864999999999993
2727,бессильный,2.7
2728,невыносимый,3.0937499999999996
2729,шарф,3.0140000000000002
2730,разматываться,1.43
2731,высыпаться,2.473333333333333
2732,гвоздь,3.3590000000000004
2733,молоток,2.9447826086956526
2734,сохраниться,3.5965853658536586
2735,отчаянно,3.88
2736,изнеможение,2.2833333333333337
2737,прибивать,1.94
2738,удар,4.372735849056604
2739,наотмашь,2.36
2740,главное,5.171119999999999
2741,пальто,4.259999999999999
2742,распять,0.6933333333333334
2743,конкретный,3.9248148148148188
2744,счесть,3.2708771929824545
2745,притулиться,0.0
2746,бочок,2.715
2747,вновь,5.210000000000001
2748,плоский,3.2008333333333336
2749,фанерный,1.8033333333333337
2750,грусть,3.537142857142857
2751,дно,4.213823529411766
2752,маслина,2.57
2753,поведать,2.98
2754,облегчать,2.382307692307693
2755,вымя,2.25
2756,эпизод,3.9544444444444458
2757,поименовать,0.3833333333333333
2758,дух,4.310217391304346
2759,наивный,2.886470588235294
2760,вроде,5.220000000000016
2761,назвать,4.303951219512202
2762,пурим,2.31
2763,шпиль,2.6966666666666668
2764,актер,4.032916666666666
2765,разыгрывать,2.7271428571428564
2766,весело,4.277272727272727
2767,бесшабашно,1.8
2768,балаган,2.03
2769,национальный,4.472930402930406
2770,воин,4.01
2771,сражаться,3.5644444444444443
2772,заклятый,2.11
2773,враг,4.215853658536586
2774,финал,4.2107142857142845
2775,представление,4.21298387096774
2776,отплясывать,1.67
2777,петь,3.790571428571428
2778,пить,4.189285714285713
2779,праздновать,2.8122222222222226
2780,победа,4.736299212598423
2781,великан,2.85
2782,повергнуть,2.32
2783,бумажный,3.1668000000000003
2784,скатерть,3.08
2785,трогательно,3.44
2786,укреплять,2.0228571428571427
2787,веревка,3.231153846153847
2788,бельевой,0.0
2789,прищепка,1.11
2790,экран,4.090422535211268
2791,появляться,4.337837837837835
2792,фотография,4.409999999999999
2793,успевать,2.8803846153846155
2794,разглядеть,3.6999999999999997
2795,оживать,2.3525
2796,бурный,3.1024000000000003
2797,фрейлехс,0.0
2798,ритм,3.4504166666666656
2799,кураж,3.01
2800,задавать,3.3759090909090914
2801,михоэлс,1.025
2802,характерный,3.5210126582278476
2803,выпятить,0.64
2804,фильм,4.905454545454534
2805,цирк,3.4050000000000002
2806,господь,4.519565217391306
2807,чудо,4.0854838709677415
2808,кадр,4.088028169014084
2809,наверное,5.269999999999995
2810,знаменитый,3.9463809523809568
2811,труппа,3.37
2812,еврейский,3.86181818181818
2813,декорация,3.3683333333333336
2814,бедность,3.855
2815,похожий,4.137039473684214
2816,неожиданно,4.650000000000003
2817,периметр,3.63
2818,воспламеняться,2.35
2819,пожирать,1.9642857142857146
2820,танцевать,3.3463636363636358
2821,неумолимо,3.09
2822,подбираться,2.236666666666667
2823,горстка,2.6575
2824,пепел,3.487142857142857
2825,подмостки,1.99
2826,зал,4.3735714285714336
2827,кощунство,2.546666666666667
2828,овация,2.46
2829,сезон,4.641
2830,поразить,3.147073170731707
2831,проза,3.59375
2832,инсценировать,2.42
2833,монах,3.5013333333333336
2834,дама,3.836428571428572
2835,собачка,3.03375
2836,свободно,4.242380952380952
2837,текст,4.391075949367096
2838,пренебрегать,2.421666666666667
2839,собирать,3.84111111111111
2840,камень,4.154821428571429
2841,выкатывать,1.79
2842,тачка,3.21
2843,высыпать,2.034
2844,подножие,3.1050000000000004
2845,талес,0.0
2846,бестелесный,1.33
2847,мираж,3.26
2848,развеваться,1.8900000000000001
2849,ткань,4.018490566037737
2850,беженец,3.9363636363636343
2851,укрытие,2.906428571428571
2852,персонаж,3.9289473684210527
2853,перевязать,1.65
2854,чемодан,2.9892307692307694
2855,сбиваться,1.8325
2856,щемить,1.65
2857,мизансцена,1.79
2858,договориться,3.787608695652176
2859,летать,3.509074074074073
2860,парить,2.3400000000000003
2861,обняться,1.345
2862,влюбленный,3.0300000000000002
2863,веко,3.730833333333333
2864,строка,3.9414285714285717
2865,стих,3.9341176470588226
2866,внести,3.7954901960784313
2867,эпиграф,1.9812500000000002
2868,цитировать,2.2800000000000002
2869,программка,2.01
2870,постигать,2.2
2871,шагаловский,0.0
2872,бессонница,2.3575
2873,окунуться,2.58
2874,безбрежный,0.0
2875,синева,2.1
2876,опаляться,0.0
2877,огненно-красный,2.52
2878,заглянуть,3.0745000000000013
2879,пророк,3.1475000000000004
2880,бесхитростный,1.5866666666666667
2881,душа,4.756886792452835
2882,согражданин,3.1600000000000006
2883,радость,4.410212765957449
2884,скиталец,2.335
2885,иван,4.7293548387096775
2886,провести,4.264671532846714
2887,гетто,3.65
2888,ряд,4.789294871794874
2889,поиск,4.289319727891154
2890,наоборотный,0.0
2891,красота,4.162222222222224
2892,стремиться,3.9036607142857167
2893,шекспир,3.7566666666666664
2894,творец,3.1183333333333336
2895,нанотехнология,2.592499999999999
2896,вдохнуть,2.6875
2897,бионика,1.6511764705882352
2898,десятилетие,3.8592783505154613
2899,импульс,3.4446428571428553
2900,развитие,5.186498470947954
2901,копировать,2.785714285714287
2902,миниатюрный,2.657931034482759
2903,небывалый,2.5623076923076926
2904,ранее,5.110000000000011
2905,многое,4.6519760479041885
2906,ажурный,1.93
2907,прошлое,4.688831168831162
2908,аналог,3.549
2909,робототехника,2.3331250000000003
2910,искусственный,3.5066071428571433
2911,орган,4.590106007067152
2912,концепция,4.123894736842103
2913,отнюдь,4.300000000000005
2914,пример,4.474739726027403
2915,3000,6.670000000000001
2916,китаец,3.6109090909090913
2917,перенять,2.671666666666667
2918,насекомое,3.7807142857142857
2919,способ,4.488277310924374
2920,изготовление,3.938444444444443
2921,шелк,3.085
2922,xx,4.507614678899076
2923,век,4.908820754716948
2924,обрести,3.2529166666666662
2925,анализировать,3.1072727272727265
2926,днк,4.329999999999999
2927,паук,3.096923076923077
2928,шелковидный,0.0
2929,паутина,3.09375
2930,кевлар,1.9375
2931,обзорный,2.106666666666667
2932,перечислить,3.078846153846153
2933,привести,4.281137254901962
2934,заимствование,2.7746153846153847
2935,природа,4.532363636363627
2936,умный,3.7906122448979587
2937,человеческий,4.153932038834962
2938,инженерный,3.3736842105263154
2939,невероятный,3.495757575757577
2940,энергоэффективность,2.5033333333333334
2941,совершенствоваться,2.1185714285714288
2942,эволюционировать,2.2788888888888885
2943,организм,4.108342541436465
2944,научиться,3.8245283018867933
2945,передвигаться,2.854545454545454
2946,размножаться,2.3971428571428572
2947,минимальный,3.3824444444444453
2948,количество,5.042838709677413
2949,феномен,3.411562499999999
2950,основать,3.629047619047619
2951,уникальный,3.6368539325842706
2952,метаболизм,2.9250000000000003
2953,животное,4.487704918032789
2954,оптимальный,3.1848571428571426
2955,обмен,4.273076923076922
2956,форма,4.654024767801853
2957,заимствовать,2.1313333333333335
2958,повысить,3.793440860215054
2959,распространенный,3.096190476190477
2960,значительно,4.879999999999996
2961,олений,2.242
2962,рог,3.625714285714286
2963,крепкий,3.5780555555555558
2964,лучший,4.611194029850739
2965,образец,4.010109890109891
2966,керамический,2.8
2967,композит,2.1833333333333336
2968,достаточно,5.360000000000012
2969,тупой,3.474999999999999
2970,энергоемкий,1.78
2971,процесс,4.710216306156396
2972,сверхпрочный,1.435
2973,гораздо,4.990000000000007
2974,заниматься,4.36908366533865
2975,изучение,4.241754385964911
2976,копирование,3.1125000000000003
2977,многообещающий,2.106666666666667
2978,технологический,3.500126582278484
2979,ценный,3.7501639344262307
2980,идея,4.612352941176459
2981,реализация,4.4837179487179535
2982,дизайнерский,2.58
2983,информационный,3.9349612403100767
2984,предмет,4.307142857142857
2985,америка,4.481777777777776
2986,термин,3.992068965517243
2987,биомиметика,0.0
2988,биогенез,0.0
2989,реализовать,3.26623188405797
2990,оригинальный,3.5423809523809537
2991,значительный,4.061945945945955
2992,переходить,3.761692307692309
2993,наноуровень,0.0
2994,основное,5.0058536585365845
2995,дизайн,4.208571428571427
2996,попытка,4.391111111111111
2997,конструировать,2.2340000000000004
2998,что-либо,5.44
2999,претендовать,2.8182142857142845
3000,эффективность,4.318750000000002
3001,биологический,3.469780219780221
3002,взрослый,4.1159154929577495
3003,создаваться,3.6920000000000015
3004,длительный,3.6819444444444422
3005,адаптивный,2.3674999999999997
